,AwardID,Group,Region,"Claim Type 1: Breach of Contract,Breach of Implied Contract",Claim Type 2: QuasiContractual Claims,Claim Type 3: Breach of Fiduciary Duty,Claim Type 4: Negligence,Claim Type 5: Failure to Supervise/Negligent Supervision,Claim Type 6: Fraud,Claim Type 7: Unjust Enrichment,Claim Type 8: Suitability or Unsuitability,Claim Type 9: Misrepresentation,Claim Type 10: Unauthorized Trading,Claim Type 11: Churning,Claim Type 12: Failure to Execute,Claim Type 13: Breach of Promissory Note,Claim Type 14: Conversion 1,Claim Type 15: Violation of Securities Laws/Regulations,Claim Type 16: Employment Related Claims,Claim Type 17: Other,Length of Case,Winner
2699,12-01854,Group 3: One Attorney,West,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1229.0,Claimant
2700,14-01704,Group 3: One Attorney,Northeast,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,477.0,Claimant
2701,14-02219,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.0,Respondent
2702,15-01087,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.0,Claimant
2703,14-02412,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,416.0,Respondent
2704,13-01889,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,813.0,Claimant
2705,14-00077,Group 2: One Non-Attorney,Midwest,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,622.0,Respondent
2706,15-00525,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,Claimant
2708,12-01405,Group 3: One Attorney,West,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1250.0,Respondent
2710,14-00232,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.0,Respondent
2711,13-00965,Group 2: One Non-Attorney,South,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,893.0,Claimant
2712,14-01186,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,514.0,Claimant
2713,14-02197,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,428.0,Claimant
2714,14-03808,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,262.0,Claimant
2715,14-00657,Group 3: One Attorney,,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,561.0,Claimant
2716,15-01971,Group 2: One Non-Attorney,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,693.0,Respondent
2717,15-00413,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0,Claimant
2718,13-03258,Group 2: One Non-Attorney,South,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,679.0,Respondent
2719,15-00455,Group 1: Pro Se,Northeast,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,197.0,Claimant
2720,14-00446,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.0,Claimant
2721,14-00309,Group 2: One Non-Attorney,West,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,588.0,Claimant
2722,14-01121,Group 2: One Non-Attorney,West,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,527.0,Respondent
2724,14-01784,Group 3: One Attorney,South,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,460.0,Respondent
2725,15-01047,Group 3: One Attorney,South,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,126.0,Claimant
2726,12-01497,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1236.0,Respondent
2727,13-02861,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,711.0,Claimant
2728,13-02329,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.0,Claimant
2729,14-02119,Group 2: One Non-Attorney,Northeast,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.0,Claimant
2730,14-00868,Group 2: One Non-Attorney,South,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,540.0,Respondent
2731,14-03456,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.0,Claimant
2732,13-03730,Group 2: One Non-Attorney,South,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,626.0,Respondent
2733,15-00860,Group 3: One Attorney,Midwest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,Claimant
2734,13-01840,Group 3: One Attorney,Northeast,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,804.0,Respondent
2735,14-01035,Group 1: Pro Se,Northeast,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,520.0,Claimant
2736,13-03534,Group 2: One Non-Attorney,Midwest,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,649.0,Respondent
2737,14-02069,Group 2: One Non-Attorney,Midwest,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,438.0,Claimant
2738,14-03170,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.0,Claimant
2739,14-03198,Group 2: One Non-Attorney,South,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,321.0,Respondent
2740,13-03784,Group 3: One Attorney,,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,608.0,Claimant
2741,14-01786,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,451.0,Claimant
2742,14-01106,Group 3: One Attorney,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,507.0,Claimant
2743,14-03156,Group 3: One Attorney,Midwest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.0,Claimant
2745,14-00560,Group 3: One Attorney,South,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,555.0,Respondent
2746,14-00780,Group 2: One Non-Attorney,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,535.0,Respondent
2747,12-03766,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.0,Claimant
2748,14-03666,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,261.0,Claimant
2749,15-00008,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0,Claimant
2750,14-01583,Group 2: One Non-Attorney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.0,Claimant
2751,14-01695,Group 3: One Attorney,West,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,461.0,Respondent
2753,14-03604,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,Respondent
2754,13-03347,Group 3: One Attorney,Midwest,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,649.0,Claimant
2755,12-00013,Group 3: One Attorney,West,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1336.0,Respondent
2756,14-00260,Group 3: One Attorney,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,574.0,Claimant
2757,14-03047,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.0,Respondent
2758,14-02240,Group 1: Pro Se,South,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408.0,Respondent
2761,14-01189,Group 3: One Attorney,West,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,494.0,Respondent
2762,14-03445,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0,Claimant
2763,14-03670,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.0,Claimant
2764,13-00209,Group 2: One Non-Attorney,South,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,946.0,Claimant
2765,13-00850,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,885.0,Claimant
2766,14-02287,Group 2: One Non-Attorney,South,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,401.0,Respondent
2767,14-01718,Group 2: One Non-Attorney,Midwest,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,435.0,Respondent
2768,13-03699,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.0,Respondent
2769,14-00732,Group 3: One Attorney,South,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,532.0,Respondent
2770,13-02061,Group 2: One Non-Attorney,Midwest,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,771.0,Claimant
2771,14-00316,Group 3: One Attorney,West,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,568.0,Claimant
2772,13-03642,Group 3: One Attorney,Northeast,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,615.0,Respondent
2773,15-00216,Group 2: One Non-Attorney,South,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,Respondent
2774,14-03382,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,287.0,Respondent
2775,13-02511,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,722.0,Claimant
2776,14-03385,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.0,Claimant
2777,14-00777,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,532.0,Respondent
2778,12-02533,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1131.0,Claimant
2779,13-02946,Group 4: Multiple Representatives,West,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,675.0,Claimant
2781,13-03509,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.0,Claimant
2782,15-00588,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154.0,Claimant
2783,14-03667,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,Respondent
2784,14-01312,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,473.0,Claimant
2785,14-00304,Group 4: Multiple Representatives,,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,559.0,Claimant
2786,15-00683,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141.0,Claimant
2787,15-00357,Group 1: Pro Se,West,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,526.0,Claimant
2788,13-03422,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,629.0,Respondent
2789,13-00310,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922.0,Respondent
2790,15-00893,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0,Claimant
2791,14-01409,Group 3: One Attorney,South,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,461.0,Respondent
2792,15-00655,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144.0,Claimant
2793,14-01009,Group 3: One Attorney,Midwest,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,498.0,Claimant
2794,12-01802,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1183.0,Claimant
2795,14-01703,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,Claimant
2796,15-00188,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,Respondent
2797,10-03968,Group 3: One Attorney,Midwest,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1801.0,Claimant
2798,13-03758,Group 3: One Attorney,Midwest,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,587.0,Respondent
2799,13-02466,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,720.0,Claimant
2800,14-02480,Group 2: One Non-Attorney,South,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,364.0,Respondent
2801,14-02943,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.0,Claimant
2802,14-02501,Group 1: Pro Se,West,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,362.0,Claimant
2803,14-03864,Group 1: Pro Se,West,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,Respondent
2804,13-02435,Group 2: One Non-Attorney,West,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,715.0,Respondent
2805,14-00079,Group 3: One Attorney,South,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,573.0,Claimant
2806,14-02590,Group 1: Pro Se,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.0,Claimant
2808,14-02620,Group 3: One Attorney,Midwest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348.0,Respondent
2811,14-01970,Group 1: Pro Se,West,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,418.0,Claimant
2812,14-02133,Group 2: One Non-Attorney,Midwest,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,393.0,Claimant
2813,08-00501,Group 3: One Attorney,South,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2720.0,Claimant
2814,13-02025,Group 3: One Attorney,South,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,754.0,Claimant
2816,15-00715,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,Claimant
2817,15-00028,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0,Claimant
2819,15-00363,Group 2: One Non-Attorney,West,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,169.0,Claimant
2820,13-03588,Group 3: One Attorney,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.0,Respondent
2821,13-02743,Group 3: One Attorney,West,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,680.0,Claimant
2822,13-03690,Group 3: One Attorney,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,591.0,Claimant
2823,14-00992,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,489.0,Claimant
2824,15-00009,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,Claimant
2825,13-02570,Group 2: One Non-Attorney,Midwest,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,700.0,Respondent
2826,14-00200,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,553.0,Claimant
2827,12-04201,Group 4: Multiple Representatives,West,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,960.0,Respondent
2828,13-03062,Group 4: Multiple Representatives,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,649.0,Claimant
2829,14-02518,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.0,Claimant
2830,14-02874,Group 1: Pro Se,Northeast,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,319.0,Respondent
2831,14-00515,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,530.0,Respondent
2832,14-01015,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,488.0,Respondent
2833,14-02724,Group 1: Pro Se,South,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,334.0,Claimant
2834,15-00217,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180.0,Claimant
2835,14-00831,Group 3: One Attorney,Northeast,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500.0,Claimant
2836,14-02444,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0,Claimant
2837,14-01246,Group 3: One Attorney,Northeast,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,Claimant
2838,12-03802,Group 2: One Non-Attorney,West,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,995.0,Claimant
2839,14-01499,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,437.0,Respondent
2840,15-00486,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,147.0,Claimant
2841,12-02257,Group 4: Multiple Representatives,South,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1135.0,Claimant
2842,13-03299,Group 3: One Attorney,West,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,628.0,Claimant
2843,13-01981,Group 4: Multiple Representatives,Midwest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,746.0,Claimant
2844,15-00126,Group 3: One Attorney,South,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,188.0,Claimant
2845,14-01207,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.0,Claimant
2847,14-01059,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,Respondent
2848,14-01307,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,444.0,Claimant
2849,12-02242,Group 4: Multiple Representatives,West,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1125.0,Claimant
2850,14-00771,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.0,Claimant
2851,13-02950,Group 3: One Attorney,Midwest,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,646.0,Claimant
2852,12-01493,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1179.0,Claimant
2853,10-03244,Group 3: One Attorney,Northeast,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1828.0,Claimant
2854,14-00214,Group 2: One Non-Attorney,,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,539.0,Respondent
2855,14-02419,Group 3: One Attorney,Northeast,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349.0,Claimant
2856,14-03006,Group 2: One Non-Attorney,South,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,289.0,Claimant
2857,14-00743,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.0,Claimant
2859,13-01587,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,782.0,Respondent
2861,14-03340,Group 2: One Non-Attorney,Northeast,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,258.0,Respondent
2862,13-02785,Group 2: One Non-Attorney,West,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,665.0,Claimant
2863,14-03476,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,Claimant
2864,13-03042,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,685.0,Claimant
2865,14-03241,Group 3: One Attorney,Midwest,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,267.0,Respondent
2867,14-01248,Group 3: One Attorney,Northeast,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,448.0,Claimant
2868,14-03427,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,Claimant
2870,14-00047,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.0,Respondent
2871,15-00226,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,Claimant
2872,14-03768,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,Claimant
2873,13-01450,Group 3: One Attorney,Northeast,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,783.0,Respondent
2874,13-02508,Group 2: One Non-Attorney,South,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,685.0,Claimant
2875,13-00287,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.0,Respondent
2876,12-04093,Group 3: One Attorney,Northeast,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,950.0,Respondent
2877,13-03576,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.0,Claimant
2878,14-02533,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,328.0,Respondent
2879,14-03875,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.0,Claimant
2880,14-01705,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,405.0,Claimant
2881,14-00712,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,491.0,Claimant
2882,12-03093,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1044.0,Claimant
2883,13-03760,Group 2: One Non-Attorney,Midwest,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,558.0,Claimant
2884,14-00264,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,525.0,Claimant
2885,14-00472,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.0,Claimant
2886,13-02805,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,652.0,Claimant
2887,13-01343,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.0,Respondent
2888,14-00531,Group 3: One Attorney,South,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,503.0,Respondent
2889,12-02841,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1066.0,Claimant
2890,14-01064,Group 3: One Attorney,South,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,455.0,Claimant
2891,14-01821,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.0,Claimant
2892,14-00954,Group 3: One Attorney,Midwest,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,463.0,Claimant
2893,14-03503,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225.0,Respondent
2894,14-01860,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.0,Claimant
2895,14-03101,Group 3: One Attorney,Northeast,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,271.0,Respondent
2896,13-03651,Group 3: One Attorney,Midwest,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,561.0,Respondent
2898,14-02530,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0,Respondent
2899,14-03196,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.0,Claimant
2900,14-00989,Group 3: One Attorney,Midwest,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,460.0,Respondent
2901,13-03751,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.0,Respondent
2902,14-02369,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,338.0,Respondent
2903,14-02860,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,282.0,Claimant
2904,10-04744,Group 3: One Attorney,Northeast,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1709.0,Claimant
2905,13-03530,Group 3: One Attorney,South,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,580.0,Respondent
2906,14-03821,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0,Claimant
2907,15-00449,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,Claimant
2908,14-01084,Group 2: One Non-Attorney,Northeast,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,457.0,Claimant
2909,14-02112,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.0,Claimant
2910,14-02228,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.0,Claimant
2911,14-03278,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,Claimant
2912,14-03669,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,Respondent
2913,15-00177,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159.0,Claimant
2914,13-00865,Group 3: One Attorney,West,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,824.0,Claimant
2916,14-02793,Group 3: One Attorney,Northeast,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,286.0,Claimant
2917,14-03302,Group 2: One Non-Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,Respondent
2918,13-02079,Group 3: One Attorney,Northeast,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,713.0,Claimant
2919,13-01078,Group 3: One Attorney,Northeast,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,798.0,Claimant
2920,14-01737,Group 3: One Attorney,Northeast,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,384.0,Claimant
2921,13-03120,Group 2: One Non-Attorney,Northeast,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,605.0,Respondent
2923,13-00203,Group 2: One Non-Attorney,Northeast,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,883.0,Respondent
2924,13-00570,Group 4: Multiple Representatives,Northeast,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,843.0,Claimant
2925,14-01404,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,410.0,Claimant
